,p_value,batch_size,number_of_epochs,act,act_fin,train_score,val_score
319,0.3,400,750,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
320,0.3,400,800,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
321,0.3,400,850,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
322,0.3,400,900,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
323,0.3,400,950,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
324,0.3,400,1000,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
325,0.3,400,1050,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
326,0.3,400,1100,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
327,0.3,400,1150,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
328,0.3,400,1200,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
329,0.3,400,1250,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
330,0.3,400,1300,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
331,0.3,400,1350,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
332,0.3,400,1400,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
333,0.3,400,1450,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
334,0.3,400,1500,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
335,0.3,400,1550,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
336,0.3,400,1600,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
337,0.3,400,1650,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
338,0.3,400,1700,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
339,0.3,400,1750,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
340,0.3,400,1800,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
341,0.3,400,1850,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
342,0.3,400,1900,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
343,0.3,400,1950,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
344,0.3,400,2000,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
345,0.3,400,2050,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
346,0.3,400,2100,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
347,0.3,400,2150,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
348,0.3,400,2200,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
349,0.3,400,2250,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
350,0.3,400,2300,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
351,0.3,400,2350,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
352,0.3,400,2400,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
353,0.3,400,2450,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
354,0.3,400,2500,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
355,0.3,400,2550,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
356,0.3,400,2600,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
357,0.3,400,2650,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
358,0.3,400,2700,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
359,0.3,400,2750,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
360,0.3,400,2800,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
361,0.3,400,2850,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
362,0.3,400,2900,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
363,0.3,400,2950,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
364,0.3,400,3000,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
365,0.3,400,3050,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
366,0.3,400,3100,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
367,0.3,400,3150,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
368,0.3,400,3200,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
369,0.3,400,3250,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
370,0.3,400,3300,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
371,0.3,400,3350,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
372,0.3,400,3400,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
373,0.3,400,3450,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
374,0.3,400,3500,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
375,0.3,400,3550,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
376,0.3,400,3600,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
377,0.3,400,3650,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
378,0.3,400,3700,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
379,0.3,400,3750,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
380,0.3,400,3800,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
381,0.3,400,3850,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
382,0.3,400,3900,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
383,0.3,400,3950,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
384,0.3,400,4000,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
385,0.3,400,4050,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
386,0.3,400,4100,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
387,0.3,400,4150,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
388,0.3,400,4200,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
389,0.3,400,4250,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
390,0.3,400,4300,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
391,0.3,400,4350,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
392,0.3,400,4400,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
393,0.3,400,4450,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
394,0.3,400,4500,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
395,0.3,400,4550,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
396,0.3,400,4600,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
397,0.3,400,4650,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
398,0.3,400,4700,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
399,0.3,400,4750,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
400,0.3,400,4800,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
401,0.3,400,4850,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
402,0.3,400,4900,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
403,0.3,400,4950,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
404,0.3,400,4999,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
405,0.3,600,0,ReLU(),Sigmoid(),0.1420637240572932,0.14922813036020582
406,0.3,600,50,ReLU(),Sigmoid(),0.3982585628331618,0.38449352466699227
407,0.3,600,100,ReLU(),Sigmoid(),0.39688337500600546,0.38595436129450766
408,0.3,600,150,ReLU(),Sigmoid(),0.3982585628331618,0.3881183582115856
409,0.3,600,200,ReLU(),Sigmoid(),0.3982585628331618,0.3866521185670122
410,0.3,600,250,ReLU(),Sigmoid(),0.397409379105994,0.3880888037491875
411,0.3,600,300,ReLU(),Sigmoid(),0.3984062420484876,0.3859330666337698
412,0.3,600,350,ReLU(),Sigmoid(),0.3984062420484876,0.3880888037491875
413,0.3,600,400,ReLU(),Sigmoid(),0.3975544021089516,0.3880888037491875
414,0.3,600,450,ReLU(),Sigmoid(),0.3986349450863378,0.3880888037491875
415,0.3,600,500,ReLU(),Sigmoid(),0.398863608981753,0.38880644477422094
416,0.3,600,550,ReLU(),Sigmoid(),0.39815281895314075,0.38880644477422094
417,0.3,600,600,ReLU(),Sigmoid(),0.3985517044751776,0.38880644477422094
418,0.3,600,650,ReLU(),Sigmoid(),0.39892293690713543,0.38804696309726494
419,0.3,600,700,ReLU(),Sigmoid(),0.3988359586062595,0.38804696309726494
420,0.3,600,750,ReLU(),Sigmoid(),0.4000063465513377,0.38733160756289614
421,0.3,600,800,ReLU(),Sigmoid(),0.3990635947847614,0.3887618573522498
422,0.3,600,850,ReLU(),Sigmoid(),0.3992911926921751,0.38804696309726494
423,0.3,600,900,ReLU(),Sigmoid(),0.40060544572822576,0.38733160756289614
424,0.3,600,950,ReLU(),Sigmoid(),0.39965646736749116,0.38733160756289614
425,0.3,600,1000,ReLU(),Sigmoid(),0.40051780864265685,0.3901902775577927
426,0.3,600,1050,ReLU(),Sigmoid(),0.40101890875736373,0.391616899284126
427,0.3,600,1100,ReLU(),Sigmoid(),0.40042861339016955,0.3901902775577927
428,0.3,600,1150,ReLU(),Sigmoid(),0.3999737582808992,0.38804696309726494
429,0.3,600,1200,ReLU(),Sigmoid(),0.40124585269270546,0.39232954545454546
430,0.3,600,1250,ReLU(),Sigmoid(),0.40179228653818055,0.39090381128445206
431,0.3,600,1300,ReLU(),Sigmoid(),0.40179228653818055,0.39090381128445206
432,0.3,600,1350,ReLU(),Sigmoid(),0.4015650997404672,0.3901902775577927
433,0.3,600,1400,ReLU(),Sigmoid(),0.401378850692143,0.39232954545454546
434,0.3,600,1450,ReLU(),Sigmoid(),0.4022465508634359,0.39232954545454546
435,0.3,600,1500,ReLU(),Sigmoid(),0.4016054049795583,0.39232954545454546
436,0.3,600,1550,ReLU(),Sigmoid(),0.40183192306514476,0.39446487202893543
437,0.3,600,1600,ReLU(),Sigmoid(),0.40183192306514476,0.39446487202893543
438,0.3,600,1650,ReLU(),Sigmoid(),0.4016054049795583,0.39446487202893543
439,0.3,600,1700,ReLU(),Sigmoid(),0.4020584050991408,0.3937535279188945
440,0.3,600,1750,ReLU(),Sigmoid(),0.4016054049795583,0.3937535279188945
441,0.3,600,1800,ReLU(),Sigmoid(),0.4020584050991408,0.3937535279188945
442,0.3,600,1850,ReLU(),Sigmoid(),0.40228485123188934,0.39446487202893543
443,0.3,600,1900,ReLU(),Sigmoid(),0.4031902797609604,0.3958862855775065
444,0.3,600,1950,ReLU(),Sigmoid(),0.4034165486463157,0.3973060257134863
445,0.3,600,2000,ReLU(),Sigmoid(),0.40228485123188934,0.3937535279188945
446,0.3,600,2050,ReLU(),Sigmoid(),0.40228485123188934,0.3951757899421451
447,0.3,600,2100,ReLU(),Sigmoid(),0.4034165486463157,0.39580209895052476
448,0.3,600,2150,ReLU(),Sigmoid(),0.40296397572766063,0.39438609312543726
449,0.3,600,2200,ReLU(),Sigmoid(),0.4034165486463157,0.3965094797707218
450,0.3,600,2250,ReLU(),Sigmoid(),0.40409514592507806,0.39580209895052476
451,0.3,600,2300,ReLU(),Sigmoid(),0.40386898157722967,0.3965963628585561
452,0.3,600,2350,ReLU(),Sigmoid(),0.4049994593975781,0.3972164510868351
453,0.3,600,2400,ReLU(),Sigmoid(),0.40409514592507806,0.3979230168230943
454,0.3,600,2450,ReLU(),Sigmoid(),0.4034165486463157,0.39580209895052476
455,0.3,600,2500,ReLU(),Sigmoid(),0.4047734323142277,0.39580209895052476
456,0.3,600,2550,ReLU(),Sigmoid(),0.40386898157722967,0.3972164510868351
457,0.3,600,2600,ReLU(),Sigmoid(),0.4049994593975781,0.3964101003954974
458,0.3,600,2650,ReLU(),Sigmoid(),0.4052254525439065,0.3972164510868351
459,0.3,600,2700,ReLU(),Sigmoid(),0.40545141190507755,0.39580209895052476
460,0.3,600,2750,ReLU(),Sigmoid(),0.4065807072567664,0.39711437407033084
461,0.3,600,2800,ReLU(),Sigmoid(),0.40635491453944306,0.39711437407033084
462,0.3,600,2850,ReLU(),Sigmoid(),0.4052254525439065,0.3979230168230943
463,0.3,600,2900,ReLU(),Sigmoid(),0.4061290887979895,0.39862918090874927
464,0.3,600,2950,ReLU(),Sigmoid(),0.40680646710250945,0.3993349472781749
465,0.3,600,3000,ReLU(),Sigmoid(),0.40635491453944306,0.39862918090874927
466,0.3,600,3050,ReLU(),Sigmoid(),0.4065807072567664,0.3979230168230943
467,0.3,600,3100,ReLU(),Sigmoid(),0.4065807072567664,0.3993349472781749
468,0.3,600,3150,ReLU(),Sigmoid(),0.4065807072567664,0.39862918090874927
469,0.3,600,3200,ReLU(),Sigmoid(),0.4065807072567664,0.39862918090874927
470,0.3,600,3250,ReLU(),Sigmoid(),0.4067034107807395,0.39781824698160967
471,0.3,600,3300,ReLU(),Sigmoid(),0.4074835509375039,0.39781824698160967
472,0.3,600,3350,ReLU(),Sigmoid(),0.40680646710250945,0.39862918090874927
473,0.3,600,3400,ReLU(),Sigmoid(),0.4065807072567664,0.3972164510868351
474,0.3,600,3450,ReLU(),Sigmoid(),0.40659876222663,0.3993349472781749
475,0.3,600,3500,ReLU(),Sigmoid(),0.40694205184374443,0.39781824698160967
476,0.3,600,3550,ReLU(),Sigmoid(),0.40794887318704254,0.3985217230500249
477,0.3,600,3600,ReLU(),Sigmoid(),0.4071542048127228,0.39781824698160967
478,0.3,600,3650,ReLU(),Sigmoid(),0.40737955332896336,0.3993349472781749
479,0.3,600,3700,ReLU(),Sigmoid(),0.40794887318704254,0.39922480620155043
480,0.3,600,3750,ReLU(),Sigmoid(),0.4078301541265806,0.39862918090874927
481,0.3,600,3800,ReLU(),Sigmoid(),0.40794887318704254,0.39922480620155043
482,0.3,600,3850,ReLU(),Sigmoid(),0.40772393443854504,0.39922480620155043
483,0.3,600,3900,ReLU(),Sigmoid(),0.40794887318704254,0.3985217230500249
484,0.3,600,3950,ReLU(),Sigmoid(),0.40772393443854504,0.39862918090874927
485,0.3,600,4000,ReLU(),Sigmoid(),0.4083986562150056,0.3999275003675484
486,0.3,600,4050,ReLU(),Sigmoid(),0.40884831430699525,0.39770088626872674
487,0.3,600,4100,ReLU(),Sigmoid(),0.4082898935684064,0.4006298094848769
488,0.3,600,4150,ReLU(),Sigmoid(),0.4077309994843011,0.40120094958804636
489,0.3,600,4200,ReLU(),Sigmoid(),0.4085144240881578,0.39673229995810644
490,0.3,600,4250,ReLU(),Sigmoid(),0.40862350080123067,0.40215411446637017
491,0.3,600,4300,ReLU(),Sigmoid(),0.40795527743012094,0.40215411446637017
492,0.3,600,4350,ReLU(),Sigmoid(),0.4086279250736479,0.4018998290401795
493,0.3,600,4400,ReLU(),Sigmoid(),0.4090762032085562,0.4006298094848769
494,0.3,600,4450,ReLU(),Sigmoid(),0.40941048889959936,0.40036088054853847
495,0.3,600,4500,ReLU(),Sigmoid(),0.4087389236545682,0.3999275003675484
496,0.3,600,4550,ReLU(),Sigmoid(),0.4077309994843011,0.39757085020242916
497,0.3,600,4600,ReLU(),Sigmoid(),0.4101963698192273,0.3981234211476002
498,0.3,600,4650,ReLU(),Sigmoid(),0.40963420748705265,0.3988184111184467
499,0.3,600,4700,ReLU(),Sigmoid(),0.4097483930437282,0.3988184111184467
500,0.3,600,4750,ReLU(),Sigmoid(),0.40963420748705265,0.3981234211476002
501,0.3,600,4800,ReLU(),Sigmoid(),0.40985789629286695,0.3981234211476002
502,0.3,600,4850,ReLU(),Sigmoid(),0.40941048889959936,0.3981234211476002
503,0.3,600,4900,ReLU(),Sigmoid(),0.40985789629286695,0.3988184111184467
504,0.3,600,4950,ReLU(),Sigmoid(),0.4103051851764481,0.3988184111184467
505,0.3,600,4999,ReLU(),Sigmoid(),0.4108681133972656,0.3981234211476002
506,0.3,600,0,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
507,0.3,600,50,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
508,0.3,600,100,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
509,0.3,600,150,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
510,0.3,600,200,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
511,0.3,600,250,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
512,0.3,600,300,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
513,0.3,600,350,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
514,0.3,600,400,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
515,0.3,600,450,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
516,0.3,600,500,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
517,0.3,600,550,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
518,0.3,600,600,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
519,0.3,600,650,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
520,0.3,600,700,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
521,0.3,600,750,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
522,0.3,600,800,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
523,0.3,600,850,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
524,0.3,600,900,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
525,0.3,600,950,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
526,0.3,600,1000,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
527,0.3,600,1050,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
528,0.3,600,1100,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
529,0.3,600,1150,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
530,0.3,600,1200,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
531,0.3,600,1250,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
532,0.3,600,1300,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
533,0.3,600,1350,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
534,0.3,600,1400,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
535,0.3,600,1450,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
536,0.3,600,1500,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
537,0.3,600,1550,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
538,0.3,600,1600,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
539,0.3,600,1650,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
540,0.3,600,1700,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
541,0.3,600,1750,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
542,0.3,600,1800,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
543,0.3,600,1850,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
544,0.3,600,1900,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
545,0.3,600,1950,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
546,0.3,600,2000,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
547,0.3,600,2050,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
548,0.3,600,2100,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
549,0.3,600,2150,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
550,0.3,600,2200,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
551,0.3,600,2250,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
552,0.3,600,2300,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
553,0.3,600,2350,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
554,0.3,600,2400,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
555,0.3,600,2450,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
556,0.3,600,2500,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
557,0.3,600,2550,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
558,0.3,600,2600,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
559,0.3,600,2650,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
560,0.3,600,2700,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
561,0.3,600,2750,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
562,0.3,600,2800,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
563,0.3,600,2850,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
564,0.3,600,2900,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
565,0.3,600,2950,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
566,0.3,600,3000,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
567,0.3,600,3050,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
568,0.3,600,3100,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
569,0.3,600,3150,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
570,0.3,600,3200,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
571,0.3,600,3250,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
572,0.3,600,3300,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
573,0.3,600,3350,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
574,0.3,600,3400,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
575,0.3,600,3450,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
576,0.3,600,3500,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
577,0.3,600,3550,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
578,0.3,600,3600,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
579,0.3,600,3650,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
580,0.3,600,3700,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
581,0.3,600,3750,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
582,0.3,600,3800,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
583,0.3,600,3850,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
584,0.3,600,3900,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
585,0.3,600,3950,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
586,0.3,600,4000,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
587,0.3,600,4050,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
588,0.3,600,4100,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
589,0.3,600,4150,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
