,p_value,batch_size,number_of_epochs,train_score,val_score
145,0.3,400.0,430.0,0.7609270896184244,0.7600095587356733
146,0.3,400.0,440.0,0.7609270896184244,0.7600095587356733
147,0.3,400.0,450.0,0.7609270896184244,0.7600095587356733
148,0.3,400.0,460.0,0.7609270896184244,0.7600095587356733
149,0.3,400.0,470.0,0.7609270896184244,0.7600095587356733
150,0.3,400.0,480.0,0.7609270896184244,0.7600095587356733
151,0.3,400.0,490.0,0.7609270896184244,0.7600095587356733
152,0.3,400.0,500.0,0.7609270896184244,0.7600095587356733
153,0.3,400.0,510.0,0.7609270896184244,0.7600095587356733
154,0.3,400.0,520.0,0.7609270896184244,0.7600095587356733
155,0.3,400.0,530.0,0.7609270896184244,0.7600095587356733
156,0.3,400.0,540.0,0.7609270896184244,0.7600095587356733
157,0.3,400.0,550.0,0.7609270896184244,0.7600095587356733
158,0.3,400.0,560.0,0.7609270896184244,0.7600095587356733
159,0.3,400.0,570.0,0.7609270896184244,0.7600095587356733
160,0.3,400.0,580.0,0.7609270896184244,0.7600095587356733
161,0.3,400.0,590.0,0.7609270896184244,0.7600095587356733
162,0.3,400.0,600.0,0.7609270896184244,0.7600095587356733
163,0.3,400.0,610.0,0.7609270896184244,0.7600095587356733
164,0.3,400.0,620.0,0.7609270896184244,0.7600095587356733
165,0.3,400.0,630.0,0.7609270896184244,0.7600095587356733
166,0.3,400.0,640.0,0.7609270896184244,0.7600095587356733
167,0.3,400.0,650.0,0.7609270896184244,0.7600095587356733
168,0.3,400.0,660.0,0.7609270896184244,0.7600095587356733
169,0.3,400.0,670.0,0.7609270896184244,0.7600095587356733
170,0.3,400.0,680.0,0.7609270896184244,0.7600095587356733
171,0.3,400.0,690.0,0.7609270896184244,0.7600095587356733
172,0.3,400.0,700.0,0.7609270896184244,0.7600095587356733
173,0.3,400.0,710.0,0.7609270896184244,0.7600095587356733
174,0.3,400.0,720.0,0.7609270896184244,0.7600095587356733
175,0.3,400.0,730.0,0.7609270896184244,0.7600095587356733
176,0.3,400.0,740.0,0.7609270896184244,0.7600095587356733
177,0.3,400.0,750.0,0.7609270896184244,0.7600095587356733
178,0.3,400.0,760.0,0.7609270896184244,0.7600095587356733
179,0.3,400.0,770.0,0.7609270896184244,0.7600095587356733
180,0.3,400.0,780.0,0.7609270896184244,0.7600095587356733
181,0.3,400.0,790.0,0.7609270896184244,0.7600095587356733
182,0.3,400.0,800.0,0.7609270896184244,0.7600095587356733
183,0.3,400.0,810.0,0.7609270896184244,0.7600095587356733
184,0.3,400.0,820.0,0.7609270896184244,0.7600095587356733
185,0.3,400.0,830.0,0.7609270896184244,0.7600095587356733
186,0.3,400.0,840.0,0.7609270896184244,0.7600095587356733
187,0.3,400.0,850.0,0.7609270896184244,0.7600095587356733
188,0.3,400.0,860.0,0.7609270896184244,0.7600095587356733
189,0.3,400.0,870.0,0.7609270896184244,0.7600095587356733
190,0.3,400.0,880.0,0.7609270896184244,0.7600095587356733
191,0.3,400.0,890.0,0.7609270896184244,0.7600095587356733
192,0.3,400.0,900.0,0.7609270896184244,0.7600095587356733
193,0.3,400.0,910.0,0.7609270896184244,0.7600095587356733
194,0.3,400.0,920.0,0.7609270896184244,0.7600095587356733
195,0.3,400.0,930.0,0.7609270896184244,0.7600095587356733
196,0.3,400.0,940.0,0.7609270896184244,0.7600095587356733
197,0.3,400.0,950.0,0.7609270896184244,0.7600095587356733
198,0.3,400.0,960.0,0.7609270896184244,0.7600095587356733
